GenBank Account #, Molecule Type, Molecule Length, Tax ID, Organism Name, Taxonomy
CP008788.1, Chromosome, 6152190, 1333852, Klebsiella oxytoca KONIH1 (enterobacteria), Klebsiella oxytoca; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008789.1, Plasmid, 133397, 1333852, Klebsiella oxytoca KONIH1 (enterobacteria), Klebsiella oxytoca; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008790.1, Plasmid, 193725, 1333852, Klebsiella oxytoca KONIH1 (enterobacteria), Klebsiella oxytoca; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008791.1, Plasmid, 205586, 1333852, Klebsiella oxytoca KONIH1 (enterobacteria), Klebsiella oxytoca; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008797.1, Chromosome, 5396164, 1225181, Klebsiella pneumoniae subsp. pneumoniae KPNIH24 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008798.1, Plasmid, 85473, 1225181, Klebsiella pneumoniae subsp. pneumoniae KPNIH24 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008799.1, Plasmid, 58050, 1225181, Klebsiella pneumoniae subsp. pneumoniae KPNIH24 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008800.1, Plasmid, 194877, 1225181, Klebsiella pneumoniae subsp. pneumoniae KPNIH24 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007804.2, Chromosome, 4763557, 90371, Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria), Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008745.1, Plasmid, 93833, 90371, Salmonella enterica subsp. enterica serovar Typhimurium (enterobacteria), Salmonella enterica subsp. enterica; Salmonella enterica; Salmonella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008831.1, Chromosome, 5309305, 1328325, Klebsiella pneumoniae subsp. pneumoniae KPR0928 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008832.1, Plasmid, 13841, 1328325, Klebsiella pneumoniae subsp. pneumoniae KPR0928 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008833.1, Plasmid, 113639, 1328325, Klebsiella pneumoniae subsp. pneumoniae KPR0928 (enterobacteria), Klebsiella pneumoniae subsp. pneumoniae; Klebsiella pneumoniae; Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP004870.1, Chromosome, 5631672, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004883.1, Plasmid, 14721, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004878.1, Plasmid, 2062, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004876.1, Plasmid, 299843, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004877.1, Plasmid, 431546, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004871.1, Plasmid, 46634, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004872.1, Plasmid, 64522, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004873.1, Plasmid, 65873, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004874.1, Plasmid, 74480, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004879.1, Plasmid, 7635, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004880.1, Plasmid, 8240, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004881.1, Plasmid, 8513, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004875.1, Plasmid, 95983, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP004882.1, Plasmid, 14870, 1261129, Bacillus thuringiensis serovar kurstaki str. HD-1 (firmicutes), Bacillus thuringiensis serovar kurstaki; Bacillus thuringiensis; Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
HG322949.1, Chromosome, 5949001, 1349767, Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628 (b-proteobacteria), Janthinobacterium agaricidamnosum; Janthinobacterium; Oxalobacteraceae; Burkholderiales; Betaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HG917972.2, Chromosome, 6336293, 1131442, Mycobacterium marinum E11 (high GC Gram+), Mycobacterium marinum; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
HG917973.1, Plasmid, 114229, 1131442, Mycobacterium marinum E11 (high GC Gram+), Mycobacterium marinum; Mycobacterium; Mycobacteriaceae; Corynebacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
HF545616.1, Chromosome, 2240877, 1160721, Ruminococcus bicirculans (firmicutes), Ruminococcus; Ruminococcaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
HF545617.1, Chromosome, 727623, 1160721, Ruminococcus bicirculans (firmicutes), Ruminococcus; Ruminococcaceae; Clostridiales; Clostridia; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
HG934468.1, Chromosome, 3149227, 1433126, Mucinivorans hirudinis (CFB group bacteria), Mucinivorans; Rikenellaceae; Bacteroidales; Bacteroidia; Bacteroidetes; Bacteroidetes/Chlorobi group; FCB group; Bacteria; cellular organisms
HF677570.1, Chromosome, 2818679, 1266844, Acetobacter pasteurianus 386B (a-proteobacteria), Acetobacter pasteurianus; Acetobacter; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HF677571.1, Plasmid, 194780, 1266844, Acetobacter pasteurianus 386B (a-proteobacteria), Acetobacter pasteurianus; Acetobacter; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HF677572.1, Plasmid, 18169, 1266844, Acetobacter pasteurianus 386B (a-proteobacteria), Acetobacter pasteurianus; Acetobacter; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HF677573.1, Plasmid, 15601, 1266844, Acetobacter pasteurianus 386B (a-proteobacteria), Acetobacter pasteurianus; Acetobacter; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HF677574.1, Plasmid, 11105, 1266844, Acetobacter pasteurianus 386B (a-proteobacteria), Acetobacter pasteurianus; Acetobacter; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HF677575.1, Plasmid, 9914, 1266844, Acetobacter pasteurianus 386B (a-proteobacteria), Acetobacter pasteurianus; Acetobacter; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HF677576.1, Plasmid, 6548, 1266844, Acetobacter pasteurianus 386B (a-proteobacteria), Acetobacter pasteurianus; Acetobacter; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
HF677577.1, Plasmid, 3851, 1266844, Acetobacter pasteurianus 386B (a-proteobacteria), Acetobacter pasteurianus; Acetobacter; Acetobacteraceae; Rhodospirillales; Alphaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007739.1, Chromosome, 3337035, 796606, Bacillus methanolicus MGA3 (firmicutes), Bacillus methanolicus; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007741.1, Plasmid, 19174, 796606, Bacillus methanolicus MGA3 (firmicutes), Bacillus methanolicus; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007740.1, Plasmid, 68999, 796606, Bacillus methanolicus MGA3 (firmicutes), Bacillus methanolicus; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008823.1, Chromosome, 4852980, 1333850, Enterobacter cloacae ECNIH2 (enterobacteria), Enterobacter cloacae; Enterobacter cloacae complex; Enterobacter; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008824.1, Plasmid, 319976, 1333850, Enterobacter cloacae ECNIH2 (enterobacteria), Enterobacter cloacae; Enterobacter cloacae complex; Enterobacter; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008825.1, Plasmid, 282439, 1333850, Enterobacter cloacae ECNIH2 (enterobacteria), Enterobacter cloacae; Enterobacter cloacae complex; Enterobacter; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008826.1, Plasmid, 47290, 1333850, Enterobacter cloacae ECNIH2 (enterobacteria), Enterobacter cloacae; Enterobacter cloacae complex; Enterobacter; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008841.1, Chromosome, 5865090, 1134687, Klebsiella michiganensis (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
Plasmid, pKOXM1A, Assembly, 1134687, Klebsiella michiganensis (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
Plasmid, pKOXM1B, Assembly, 1134687, Klebsiella michiganensis (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
Plasmid, pKOXM1C, Assembly, 1134687, Klebsiella michiganensis (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
Plasmid, pKOXM1D, Assembly, 1134687, Klebsiella michiganensis (enterobacteria), Klebsiella; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008712.1, Chromosome, 5223665, 1396, Bacillus cereus (firmicutes), Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008802.1, Chromosome, 2159306, 59505, Actinotignum schaalii (high GC Gram+), Actinotignum; Actinomycetaceae; Actinomycetales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP007139.1, Chromosome, 5231762, 661478, Fimbriimonas ginsengisoli Gsoil 348 (bacteria), Fimbriimonas ginsengisoli; Fimbriimonas; Fimbriimonadaceae; Fimbriimonadales; Fimbriimonadia; Armatimonadetes; Terrabacteria group; Bacteria; cellular organisms
CP010820.1, Chromosome, 4843789, 28031, Lysinibacillus fusiformis (firmicutes), Lysinibacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP005998.1, Chromosome, 4944397, 340184, Escherichia coli B7A (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP005999.1, Plasmid, 89507, 340184, Escherichia coli B7A (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006000.1, Plasmid, 52028, 340184, Escherichia coli B7A (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006001.1, Plasmid, 66341, 340184, Escherichia coli B7A (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP006002.1, Plasmid, 78167, 340184, Escherichia coli B7A (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP007161.1, Chromosome, 3821074, 403957, Virgibacillus sp. SK37 (firmicutes), Virgibacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007162.1, Plasmid, 12068, 403957, Virgibacillus sp. SK37 (firmicutes), Virgibacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007163.1, Plasmid, 4094, 403957, Virgibacillus sp. SK37 (firmicutes), Virgibacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP007164.1, Plasmid, 4494, 403957, Virgibacillus sp. SK37 (firmicutes), Virgibacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008801.1, Chromosome, 4718545, 1435461, Escherichia coli KLY (E. coli), Escherichia coli; Escherichia; Enterobacteriaceae; Enterobacterales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008846.1, Chromosome, 5213498, 1392, Bacillus anthracis (firmicutes), Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008847.1, Plasmid, 181894, 1392, Bacillus anthracis (firmicutes), Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008848.1, Plasmid, 94732, 1392, Bacillus anthracis (firmicutes), Bacillus cereus group; Bacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008852.1, Chromosome, 5115410, 484770, Pelosinus sp. UFO1 (firmicutes), Pelosinus; Sporomusaceae; Selenomonadales; Negativicutes; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008876.1, Chromosome, 3488643, 586416, Terribacillus aidingensis (firmicutes), Terribacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008877.1, Plasmid, 88439, 586416, Terribacillus aidingensis (firmicutes), Terribacillus; Bacillaceae; Bacillales; Bacilli; Firmicutes; Terrabacteria group; Bacteria; cellular organisms
CP008884.1, Chromosome, 4831185, 1217721, Dyella japonica A8 (g-proteobacteria), Dyella japonica; Dyella; Rhodanobacteraceae; Xanthomonadales; Gammaproteobacteria; Proteobacteria; Bacteria; cellular organisms
CP008889.1, Chromosome, 3029021, 1274, Dermacoccus nishinomiyaensis (high GC Gram+), Dermacoccus; Dermacoccaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP008890.1, Plasmid, 84621, 1274, Dermacoccus nishinomiyaensis (high GC Gram+), Dermacoccus; Dermacoccaceae; Micrococcales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
CP008885.1, Chromosome, 2480603, 216816, Bifidobacterium longum (high GC Gram+), Bifidobacterium; Bifidobacteriaceae; Bifidobacteriales; Actinobacteria; Actinobacteria; Terrabacteria group; Bacteria; cellular organisms
